,files,keys,en,hi,id,zh-Hant,ja,zh-Hans,Base,th,vi,ko
0,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""RIy-Xb-Y8u.text""","""steps"";",,,,"""歩"";",,,,,
1,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""FML-sk-maN.text""","""Connected with"";",,,,"""つながっている"";",,,,,
2,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""d6o-aa-54y.text""","""0"";",,,,"""0"";",,,,,
3,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""3Ok-Ls-lSX.text""","""0"";",,,,"""0"";",,,,,
4,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""UMP-gB-bfm.normalTitle""","""ベネフィット・ステーション"";",,,,"""ベネフィット・ステーション"";",,,,,
5,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""oPu-Fn-7Ke.text""","""0"";",,,,"""0"";",,,,,
6,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""zg9-JL-18u.text""","""Total Points:"";",,,,"""合計ポイント"";",,,,,
7,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""Uo6-ID-tJB.normalTitle""","""健康ポイント"";",,,,"""健康ポータル"";",,,,,
8,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""ZUR-UY-Ydh.text""","""DASHBOARD"";",,,,"""ダッシュボード"";",,,,,
9,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""8xP-g4-sxp.text""","""Pts"";",,,,"""ポイント"";",,,,,
10,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""YNQ-fw-at3.text""","""Pts"";",,,,"""ポイント"";",,,,,
11,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""T1C-im-0Xb.text""","""0"";",,,,"""0"";",,,,,
12,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""s0h-IF-GHu.normalTitle""","""MORE"";",,,,"""詳細"";",,,,,
13,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""54n-MG-ArC.text""","""Label"";",,,,"""Label"";",,,,,
14,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""lER-do-h9N.text""","""yyyy / mm / dd"";",,,,"""yyyy / mm / dd"";",,,,,
15,Flabuless/Presentation Layer/BenefitSt Fit/Dashboard/NewDashboard.strings,"""OZ3-vT-vvq.text""","""0"";",,,,"""0"";",,,,,
0,Flabuless/Layouts/Apps Specific/IHP Rewards/LoginViewController.strings,"""42p-DZ-9PH.placeholder""","""Password"";","""Password"";","""Password"";","""Password"";","""Password"";","""Password"";",,"""Password"";","""Password"";","""Password"";"
1,Flabuless/Layouts/Apps Specific/IHP Rewards/LoginViewController.strings,"""bcN-FV-2w4.placeholder""","""Email or Username"";","""Email or Username"";","""Email or Username"";","""Email or Username"";","""Email or Username"";","""Email or Username"";",,"""Email or Username"";","""Email or Username"";","""Email or Username"";"
2,Flabuless/Layouts/Apps Specific/IHP Rewards/LoginViewController.strings,"""qTD-Nj-Xmp.normalTitle""","""Location  >"";","""Location  >"";","""Location  >"";","""Location  >"";","""Location  >"";","""Location  >"";",,"""Location  >"";","""Location  >"";","""Location  >"";"
3,Flabuless/Layouts/Apps Specific/IHP Rewards/LoginViewController.strings,"""FbO-hh-0Tf.text""","""Version:1.0"";","""Version:1.0"";","""Version:1.0"";","""Version:1.0"";","""Version:1.0"";","""Version:1.0"";",,"""Version:1.0"";","""Version:1.0"";","""Version:1.0"";"
4,Flabuless/Layouts/Apps Specific/IHP Rewards/LoginViewController.strings,"""NYx-6C-8qP.normalTitle""","""Forgot Password ?"";","""Forgot Password ?"";","""Forgot Password ?"";","""Forgot Password ?"";","""Forgot Password ?"";","""Forgot Password ?"";",,"""Forgot Password ?"";","""Forgot Password ?"";","""Forgot Password ?"";"
5,Flabuless/Layouts/Apps Specific/IHP Rewards/LoginViewController.strings,"""9Wx-Rg-LMH.text""","""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";",,"""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";"
0,Flabuless/Presentation Layer/LeaderBoard/BridgeStone/LeaderBoard Child/LeaderBoardCellAdapter/Custom Cell/Individual/LeaderBoardIndividualCell.strings,"""GbY-RN-wbL.text""","""YK"";","""YK"";","""YK"";","""YK"";","""YK"";","""YK"";",,"""YK"";","""YK"";","""YK"";"
1,Flabuless/Presentation Layer/LeaderBoard/BridgeStone/LeaderBoard Child/LeaderBoardCellAdapter/Custom Cell/Individual/LeaderBoardIndividualCell.strings,"""f6q-YZ-oIf.text""","""Label"";","""Label"";","""Label"";","""標籤"";","""Label"";","""标签"";",,"""Label"";","""Label"";","""상표"";"
2,Flabuless/Presentation Layer/LeaderBoard/BridgeStone/LeaderBoard Child/LeaderBoardCellAdapter/Custom Cell/Individual/LeaderBoardIndividualCell.strings,"""yfD-Cq-aM6.text""","""44"";","""44"";","""44"";","""44"";","""44"";","""44"";",,"""44"";","""44"";","""44"";"
3,Flabuless/Presentation Layer/LeaderBoard/BridgeStone/LeaderBoard Child/LeaderBoardCellAdapter/Custom Cell/Individual/LeaderBoardIndividualCell.strings,"""kaF-zX-9mY.text""","""Label"";","""Label"";","""Label"";","""標籤"";","""Label"";","""标签"";",,"""Label"";","""Label"";","""상표"";"
4,Flabuless/Presentation Layer/LeaderBoard/BridgeStone/LeaderBoard Child/LeaderBoardCellAdapter/Custom Cell/Individual/LeaderBoardIndividualCell.strings,"""q5P-JV-0xQ.text""","""Label"";","""Label"";","""Label"";","""標籤"";","""Label"";","""标签"";",,"""Label"";","""Label"";","""상표"";"
0,Flabuless/Presentation Layer/History/NewHistoryCells/CommonActivityTableViewCell.strings,"""B3z-fD-Gry.text""","""6 Pts"";","""6 Pts"";","""6 Pts"";","""6 Pts"";","""6 Pts"";","""6 Pts"";",,"""6 Pts"";","""6 Pts"";","""6 Pts"";"
1,Flabuless/Presentation Layer/History/NewHistoryCells/CommonActivityTableViewCell.strings,"""F2E-q1-91C.text""","""Checked in at 07:43:11"";","""Checked in at 07:43:11"";","""Checked in at 07:43:11"";","""Checked in at 07:43:11"";","""Checked in at 07:43:11"";","""Checked in at 07:43:11"";",,"""Checked in at 07:43:11"";","""Checked in at 07:43:11"";","""Checked in at 07:43:11"";"
2,Flabuless/Presentation Layer/History/NewHistoryCells/CommonActivityTableViewCell.strings,"""sn5-nn-8UC.text""","""Anytime Fitness  "";","""Anytime Fitness  "";","""Anytime Fitness  "";","""Anytime Fitness  "";","""Anytime Fitness  "";","""Anytime Fitness  "";",,"""Anytime Fitness  "";","""Anytime Fitness  "";","""Anytime Fitness  "";"
0,Flabuless/Presentation Layer/NewDashboard/Dasboard Table Custom Cells/ReferalCollectionViewCell.strings,"""Amv-CX-5yI.text""","""200 pts"";","""200 अंक "";","""200 pts"";","""200 分"";","""200ポイント"";","""200 今日总分"";",,"""200 คะแนน"";","""200 điểm"";","""200포인트"";"
1,Flabuless/Presentation Layer/NewDashboard/Dasboard Table Custom Cells/ReferalCollectionViewCell.strings,"""RG4-Ez-bIS.text""","""3000 steps"";","""3000 स्टेप्स "";","""3000 langkah"";","""3000 步"";","""3000ステップ"";","""3000 步"";",,"""3000 ก้าว"";","""3000 bước"";","""3000 걸음"";"
2,Flabuless/Presentation Layer/NewDashboard/Dasboard Table Custom Cells/ReferalCollectionViewCell.strings,"""bHc-Cy-pUR.text""","""STEPS"";","""कदम "";","""LANGKAH"";","""步數"";","""ステップ"";","""步数"";",,"""ก้าว"";","""Bước Chân"";","""걸음"";"
0,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""9Ko-Tf-J13.text""","""General Manager"";","""जनरल मैनेजर"";","""Direktur Umum"";","""General Manager"";","""ゼネラルマネージャー"";","""总经理"";",,"""ผู้จัดการทั่วไป"";","""Tổng Giám đốc"";","""General Manager"";"
1,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""Yux-cH-bTT.text""","""LEADERBOARD"";","""अंक तालिका"";","""PAPAN PERINGKAT"";","""排行榜"";","""ランキング"";","""排行榜"";",,"""กระดานคะแนนผู้นำ"";","""BẢNG XẾP HẠNG"";","""리더 보드"";"
2,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""CEn-kw-DQ1.text""","""563"";","""563"";","""563"";","""563"";","""563"";","""563"";",,"""563"";","""563"";","""563"";"
3,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""QTQ-1i-Knc.text""","""Top 10 Participants"";","""शीर्ष 10 प्रतिभागी "";","""10 Peserta Teratas"";","""前 10 名參與者"";","""参加者ランキングTOP10"";","""前 10 名参与者"";",,"""ผู้เข้าร่วม 10 อันดับแรก"";","""Top 10 Người tham gia"";","""상위 10 참가자"";"
4,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""zK0-qS-2Fk.text""","""563"";","""563"";","""563"";","""563"";","""563"";","""563"";",,"""563"";","""563"";","""563"";"
5,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""jgR-Ra-MaW.text""","""Team Name"";","""टीम का नाम"";","""Nama tim"";","""隊名"";","""Team Name"";","""队名"";",,"""ชื่อทีม"";",,"""팀 이름"";"
6,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""7dp-lQ-P4W.text""","""Suyesh Kandpal"";","""Suyesh Kandpal"";","""Suyesh Kandpal"";","""Suyesh Kandpal"";","""Suyesh Kandpal"";","""Suyesh Kandpal"";",,"""Suyesh Kandpal"";","""Suyesh Kandpal"";","""Suyesh Kandpal"";"
7,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""H4G-eF-580.text""","""General Manager"";","""जनरल मैनेजर"";","""Direktur Umum"";","""General Manager"";","""ゼネラルマネージャー"";","""总经理"";",,"""General Manager"";","""Tổng Giám đốc"";","""General Manager"";"
8,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""0bf-g1-1Qk.text""","""Pts"";","""अंक"";","""Poin"";","""分"";","""Pts"";","""分"";",,"""คะแนน"";","""Điểm"";","""점"";"
9,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""bdH-wg-Mg8.text""","""Suyesh Kandpal"";","""Suyesh Kandpal"";","""Suyesh Kandpal"";","""Suyesh Kandpal"";","""Suyesh Kandpal"";","""Suyesh Kandpal"";",,"""Suyesh Kandpal"";","""Suyesh Kandpal"";","""Suyesh Kandpal"";"
10,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""Ma9-HU-bzT.text""","""Label"";","""लेबल "";","""Label"";","""標籤"";","""ラベル"";","""标签"";",,"""ป้ายกำกับ"";","""Nhãn"";","""라벨"";"
11,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""rbm-5C-z4l.text""","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";",,"""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";"
12,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""eUx-ua-dAm.text""","""Pts"";","""अंक"";","""Poin"";","""分"";","""Pts"";","""分"";",,"""คะแนน"";","""Điểm"";","""점"";"
13,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""FfH-ne-4Gl.normalTitle""","""OK"";","""OK"";","""OK"";","""好"";","""OK"";","""好"";",,"""OK"";","""OK"";","""승인"";"
14,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""pMF-af-izF.normalTitle""","""TEAM"";","""टीम"";","""TIM"";","""團隊"";","""チーム"";","""团队"";",,"""ทีม"";","""Đội Thi Đấu"";","""팀"";"
15,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""5ET-4z-ea3.text""","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";","""ジョージマークジョーンズ"";","""George Mark Jones"";",,"""George Mark Jones"";","""George Mark Jones"";","""조지 마크 존스"";"
16,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""CMH-Qw-9ym.text""","""Pts"";","""अंक"";","""Poin"";","""分"";","""Pts"";","""积分"";",,"""คะแนน"";","""Điểm"";","""점"";"
17,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""IjV-iN-xuE.text""","""1"";","""1"";","""1"";","""1"";","""1"";","""1"";",,"""1"";","""1"";","""1"";"
18,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""1DV-in-5xO.text""","""1"";","""1"";","""1"";","""1"";","""1"";","""1"";",,"""1"";","""1"";","""1"";"
19,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""1lG-uP-UNl.text""","""Your ranking is #<Rank>"";","""आपकी रैंकिंग #<Rank> है"";","""Peringkat Anda yaitu #<Rank>"";","""您的排名是 #<Rank>"";","""あなたのランクは＃<ランク>"";","""您的排名为#<Rank>"";",,"""อันดับของคุณคือ #<Rank>"";","""Bạn đang ở vị trí #<Rank>"";","""내 등급은 #<Rank>입니다"";"
20,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""ce3-Lb-TwQ.text""","""Pts"";","""अंक"";","""Poin"";","""分"";","""Pts"";","""分"";",,"""คะแนน"";","""Điểm"";","""점"";"
21,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""ehs-Ds-xAW.text""","""General Manager"";","""General Manager"";","""General Manager"";","""General Manager"";","""General Manager"";","""General Manager"";",,"""General Manager"";","""Tổng Giám đốc"";","""General Manager"";"
22,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""dIY-pp-5Nx.text""","""563"";","""563"";","""563"";","""563"";","""563"";","""563"";",,"""563"";","""563"";","""563"";"
23,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""wWn-Ek-FIh.text""","""Pts"";","""अंक"";","""Poin"";","""分"";","""Pts"";","""分"";",,"""คะแนน"";","""Điểm"";","""점"";"
24,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""Sdt-mX-WgQ.normalTitle""","""INDIVIDUAL"";","""व्यक्तिगत"";","""INDIVIDU"";","""個人"";","""個人"";","""个人"";",,"""บุคคล"";","""CÁ NHÂN"";","""개인"";"
25,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""GdC-s2-oTQ.text""","""Top 10 Participants"";","""शीर्ष 10 प्रतिभागी "";","""10 Peserta Teratas"";","""前 10 名參與者"";","""参加者ランキングTOP10"";","""前 10 名参与者"";",,"""ผู้เข้าร่วม 10 อันดับแรก"";","""Top 10 Người tham gia"";","""상위 10 참가자"";"
26,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""zuD-dp-TZi.text""","""Avg 563"";","""औसत 563"";","""Rata-rata 563"";","""平均 563"";","""Avg 563"";","""平均 563"";",,"""Avg 563"";","""TB 563"";","""평균 563"";"
27,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""SNu-yf-rlW.text""","""563"";","""563"";","""563"";","""563"";","""563"";","""563"";",,"""563"";","""563"";","""563"";"
28,Flabuless/Layouts/Common UI/LeaderBoard.strings,"""DNY-FU-xad.text""","""George Mark Jones"";","""जॉर्ज मार्क जोन्स"";","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";",,"""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";"
0,Flabuless/Layouts/Common UI/Support.strings,"""S4w-SI-Ynb.placeholder""","""Email"";","""ईमेल:"";","""Email"";","""電子郵件"";","""Eメール："";","""电子邮件"";",,"""อีเมล์"";","""Email"";","""이메일"";"
1,Flabuless/Layouts/Common UI/Support.strings,"""lkU-93-UjK.normalTitle""","""Button"";","""बटन"";","""Tombol"";","""按鍵"";","""ボタン"";","""按键"";",,"""ปุ่ม"";","""Nút"";","""단추"";"
2,Flabuless/Layouts/Common UI/Support.strings,"""m4O-C3-ekQ.normalTitle""","""Button"";","""बटन"";","""Tombol"";","""按鍵"";","""ボタン"";","""按键"";",,"""ปุ่ม"";","""Nút"";","""단추"";"
3,Flabuless/Layouts/Common UI/Support.strings,"""adn-K0-8kN.placeholder""","""New Password"";","""नया पासवर्ड"";","""kata sandi baru"";","""新密碼"";","""新しいパスワード"";","""新密码"";",,"""รหัสผ่านใหม่"";","""Mật khẩu Mới"";","""새 비밀번호"";"
4,Flabuless/Layouts/Common UI/Support.strings,"""FEV-kN-cWt.text""","""FEEDBACK & SUPPORT"";","""फीडबैक और सपोर्ट"";","""BANTUAN & SARAN"";","""技術支持"";","""フィードバックとサポート"";","""技术支持"";",,"""คำติชมและ บริการ"";","""PHẢN HỒI & HỖ TRỢ"";",""" 기술지원"";"
5,Flabuless/Layouts/Common UI/Support.strings,"""be8-YP-OeK.normalTitle""","""Button"";","""बटन"";","""Tombol"";","""按鍵"";","""ボタン"";","""按键"";",,"""ปุ่ม"";","""Nút"";","""단추"";"
6,Flabuless/Layouts/Common UI/Support.strings,"""pkP-vH-Ztb.text""","""CHANGE PASSWORD"";","""चेन्ज पासवर्"";","""Ganti kata sandi"";","""更改密碼"";","""パスワードを変更する"";","""更改密码"";",,"""เปลี่ยนภาษา"";","""ĐỔI MẬT KHẨU"";","""비밀번호 변경"";"
7,Flabuless/Layouts/Common UI/Support.strings,"""zrv-34-35P.text""","""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";",,"""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";","""https://flabulesshelp.rewardz.sg/support/home"";"
8,Flabuless/Layouts/Common UI/Support.strings,"""65j-nY-INA.text""","""+6567177782"";","""+6567177782"";","""+6567177782"";","""+6567177782"";","""+6567177782"";","""+6567177782"";",,"""+6567177782"";","""+6567177782"";","""+6567177782"";"
9,Flabuless/Layouts/Common UI/Support.strings,"""rTa-K3-DQf.normalTitle""","""Logs"";","""लाॅग"";","""Logs"";","""上報異常"";","""ログ"";","""上报异常"";",,"""บันทึก"";","""Nhật ký thông số"";","""로그"";"
10,Flabuless/Layouts/Common UI/Support.strings,"""iq6-l6-Lny.text""","""FAQ"";","""सामान्य प्रश्न"";","""FAQ"";","""常見問題"";","""よくある質問"";","""常见问题"";",,"""คำถามที่พบบ่อย"";","""Câu hỏi Thường gặp"";","""자주하는 질문"";"
11,Flabuless/Layouts/Common UI/Support.strings,"""VG5-8r-28F.placeholder""","""Confim Password"";","""पासवर्ड की पुष्टि कीजिये"";","""konfirmasi sandi"";","""確認密碼"";","""パスワードを認証する"";","""确认密码"";",,"""ยืนยันรหัสผ่าน"";","""Xác nhận Mật khẩu"";","""비밀번호 확인"";"
12,Flabuless/Layouts/Common UI/Support.strings,"""PJY-mI-wav.normalTitle""","""SAVE"";","""सुरक्षित करें"";","""MENYIMPAN"";","""保存"";","""セーブ"";","""保存"";",,"""ประหยัด"";","""LƯU"";","""완료"";"
13,Flabuless/Layouts/Common UI/Support.strings,"""iqv-pT-CnT.normalTitle""","""Button"";","""बटन"";","""Tombol"";","""按鍵"";","""ボタン"";","""按键"";",,"""ปุ่ม"";","""Nút"";","""단추"";"
14,Flabuless/Layouts/Common UI/Support.strings,"""Dn1-kd-eoZ.text""","""flabuless@rewardz.sg"";","""flabuless@rewardz.sg"";","""flabuless@rewardz.sg"";","""flabuless@rewardz.sg"";","""flabuless@rewardz.sg"";","""flabuless@rewardz.sg"";",,"""flabuless@rewardz.sg"";","""flabuless@rewardz.sg"";","""flabuless@rewardz.sg"";"
15,Flabuless/Layouts/Common UI/Support.strings,"""R7S-Js-fj7.text""","""CHANGE PASSWORD"";","""पासवर्ड बदलें "";","""Ganti kata sandi"";","""更改密碼"";","""パスワードを変更する"";","""更改密码"";",,"""เปลี่ยนรหัสผ่าน"";","""ĐỔI MẬT KHẨU"";","""비밀번호 변경"";"
16,Flabuless/Layouts/Common UI/Support.strings,"""Mge-Qx-os8.normalTitle""","""Button"";","""बटन"";","""Tombol"";","""按鍵"";","""ボタン"";","""按键"";",,"""ปุ่ม"";","""Nút"";","""단추"";"
17,Flabuless/Layouts/Common UI/Support.strings,"""TsU-Xa-Y9C.normalTitle""","""SAVE"";","""सुरक्षित करें"";","""MENYIMPAN"";","""保存"";","""セーブ"";","""保存"";",,"""ประหยัด"";","""LƯU"";","""완료"";"
18,Flabuless/Layouts/Common UI/Support.strings,"""zHM-Rg-Phx.normalTitle""","""Check in"";","""चेक इन"";","""Check in"";","""簽到"";","""チェックイン"";","""签到"";",,"""เช็กอิน"";","""Tham gia sự kiện"";","""체크인"";"
19,Flabuless/Layouts/Common UI/Support.strings,"""UB4-tL-PPH.text""","""Password must be minimum 8 characters and contain a combination of letters & numbers"";","""पासवर्ड न्यूनतम 8 वर्ण होना चाहिए और अक्षरों और संख्याओं का संयोजन होना चाहिए"";","""Kata sandi harus minimum 8 karakter dan berisi kombinasi huruf & angka"";","""密碼必須至少8個字符，並包含字母和數字的組合"";","""パスワードは8文字以上で、文字と数字の組み合わせが必要です"";","""密码必须至少8个字符，并包含字母和数字的组合"";",,"""รหัสผ่านต้องมีความยาวไม่ต่ำกว่า 8 ตัวอักษรและประกอบด้วยตัวอักษรและตัวเลข"";","""Mật khẩu phải có tối thiểu 8 ký tự và chứa kết hợp chữ cái và số"";","""비밀번호는 최소 8 자이어야하며 문자와 숫자의 조합을 포함해야합니다."";"
20,Flabuless/Layouts/Common UI/Support.strings,"""p4Q-uw-0fR.normalTitle""","""Change Language"";","""भाषा बदलो"";","""Ganti BAHASA"";","""更換語言"";","""言語を変更する"";","""更换语言"";",,"""เปลี่ยนภาษา"";","""Đổi Ngôn ngữ"";","""언어 변경"";"
21,Flabuless/Layouts/Common UI/Support.strings,"""EmE-nX-kBq.placeholder""","""New Password"";","""नया पासवर्ड"";","""kata sandi baru"";","""新密碼"";","""新しいパスワード"";","""新密码"";",,"""รหัสผ่านใหม่"";","""Mật khẩu Mới"";","""새 비밀번호"";"
22,Flabuless/Layouts/Common UI/Support.strings,"""1gs-uy-jv6.normalTitle""","""Chat Support"";","""चैट सपोर्ट"";","""Bantuan Obrolan"";","""在線諮詢"";","""FAQ"";","""在线咨询"";",,"""บริการสนับสนุนทางแชท"";","""Tư vấn Trực tuyến"";","""채팅 지원"";"
23,Flabuless/Layouts/Common UI/Support.strings,"""o9V-GN-xBb.placeholder""","""Old Password"";","""पुराना पासवर्ड"";","""password lama"";","""舊密碼"";","""以前のパスワード"";","""旧密码"";",,"""รหัสผ่านเก่า"";","""Mật khẩu Cũ"";","""기존 비밀번호"";"
24,Flabuless/Layouts/Common UI/Support.strings,"""BOv-U4-ugS.normalTitle""","""Dashboard"";","""डैशबोर्ड"";","""Dasbor"";","""主頁"";","""ダッシュボード"";","""仪表板"";",,"""แผงควบคุม"";","""Tổng hợp"";","""대시보드"";"
25,Flabuless/Layouts/Common UI/Support.strings,"""R5B-Li-J3T.normalTitle""","""Change Password"";","""पासवर्ड बदलें "";","""Ganti kata sandi"";","""更改密碼"";","""パスワードを変更する"";","""更改密码"";",,"""เปลี่ยนรหัสผ่าน"";","""Đổi Mật khẩu"";","""비밀번호 변경"";"
26,Flabuless/Layouts/Common UI/Support.strings,"""set-k3-uva.normalTitle""","""Button"";","""बटन"";","""Tombol"";","""按鍵"";","""ボタン"";","""按键"";",,"""ปุ่ม"";","""Nút"";","""단추"";"
27,Flabuless/Layouts/Common UI/Support.strings,"""vZW-Qb-TPr.text""","""Password must be minimum 8 characters and contain a combination of letters & numbers"";","""पासवर्ड न्यूनतम 8 वर्ण होना चाहिए और अक्षरों और संख्याओं का संयोजन होना चाहिए"";","""Kata sandi harus minimum 8 karakter dan berisi kombinasi huruf & angka"";","""密碼必須至少8個字符，並包含字母和數字的組合"";","""パスワードは8文字以上で、文字と数字の組み合わせが必要です"";","""密码必须至少8个字符，并包含字母和数字的组合"";",,"""รหัสผ่านต้องมีความยาวไม่ต่ำกว่า 8 ตัวอักษรและประกอบด้วยตัวอักษรและตัวเลข"";","""Mật khẩu phải có tối thiểu 8 ký tự và chứa kết hợp chữ cái và số"";","""비밀번호는 최소 8 자이어야하며 문자와 숫자의 조합을 포함해야합니다."";"
28,Flabuless/Layouts/Common UI/Support.strings,"""PCm-z2-j9U.placeholder""","""Confim Password"";","""पासवर्ड की पुष्टि कीजिये"";","""konfirmasi sandi"";","""確認密碼"";","""パスワードを認証する"";","""确认密码"";",,"""ยืนยันรหัสผ่าน"";","""Xác nhận Mật khẩu"";","""비밀번호 확인"";"
29,Flabuless/Layouts/Common UI/Support.strings,"""nZ4-dQ-ki3.text""","""Email:"";","""ईमेल:"";","""Email:"";","""電子郵件:"";","""Eメール："";","""电子邮件:"";",,"""อีเมล์:"";","""Email:"";","""이메일:"";"
30,Flabuless/Layouts/Common UI/Support.strings,"""EcY-Jh-eEv.placeholder""","""Old Password"";","""पुराना पासवर्ड"";","""password lama"";","""舊密碼"";","""以前のパスワード"";","""旧密码"";",,"""รหัสผ่านเก่า"";","""Mật khẩu Cũ"";","""기존 비밀번호"";"
31,Flabuless/Layouts/Common UI/Support.strings,"""l8r-d9-TYM.text""","""Phone:"";","""फ़ोन:"";","""Telepon:"";","""電話:"";","""電話:"";","""电话:"";",,"""โทรศัพท์:"";","""Điện thoại:"";","""전화번호:"";"
0,Flabuless/Layouts/Apps Specific/Bridgestone/Leaderboard/LeaderBoard.strings,"""tMY-rh-42D.normalTitle""","""OK"";","""OK"";","""baik"";","""好"";","""OK"";","""好"";",,"""ตกลง"";","""được"";","""승인"";"
1,Flabuless/Layouts/Apps Specific/Bridgestone/Leaderboard/LeaderBoard.strings,"""xg5-F9-Zvl.normalTitle""","""GROUP"";","""ग्रुप"";","""KELOMPOK"";","""團體"";","""グループ"";","""团体"";",,"""กลุ่ม"";","""NHÓM"";","""그룹"";"
2,Flabuless/Layouts/Apps Specific/Bridgestone/Leaderboard/LeaderBoard.strings,"""3q1-Xa-uWJ.text""","""LEADERBOARD"";","""अंक तालिका"";","""PAPAN TUJUAN"";","""排行榜"";","""リーダーボード"";","""排行榜"";",,"""ลีดเดอร์บอร์ด"";","""LEADERBOARD"";","""리더 보드"";"
3,Flabuless/Layouts/Apps Specific/Bridgestone/Leaderboard/LeaderBoard.strings,"""zfX-W1-xYm.text""","""Team Name"";","""टीम का नाम"";","""Nama tim"";","""隊名"";","""チームの名前"";","""队名"";",,"""ชื่อทีม"";","""Tên nhóm"";","""팀 이름"";"
4,Flabuless/Layouts/Apps Specific/Bridgestone/Leaderboard/LeaderBoard.strings,"""fcO-a2-nIr.normalTitle""","""TEAM"";","""टीम"";","""TIM"";","""團隊"";","""チーム"";","""团队"";",,"""ทีม"";","""Đội Thi Đấu"";","""팀"";"
5,Flabuless/Layouts/Apps Specific/Bridgestone/Leaderboard/LeaderBoard.strings,"""fb4-Yz-56T.normalTitle""","""INDIVIDUAL"";","""व्यक्तिगत"";","""INDIVIDU"";","""個人"";","""個人"";","""个人"";",,"""รายบุคคล"";","""CÁ NHÂN"";","""개인"";"
