,Unnamed: 0,files,keys,en,zh-Hans,vi,id,ms,th,ru
2333,770,Strings/Localizable.strings,"""Please enter password.""","""Please enter password."";","""请输入密码"";",,"""Sila masukkan kata laluan."";","""Please enter password."";","""ป้อนรหัสผ่านที่ถูกต้อง"";",
2334,771,Strings/Localizable.strings,"""Submited succesfully""","""Submited succesfully"";","""提交成功"";",,"""Dihantar dengan berjaya"";","""Submited succesfully"";","""ส่งสำเร็จแล้ว"";",
2335,772,Strings/Localizable.strings,"""(Optional)""",,,,"""pilihan"";",,,
2336,773,Strings/Localizable.strings,"""CIT""","""CIT"";","""CIT婴儿/幼儿保育和发展课程文凭"";",,"""CIT"";","""CIT"";","""CIT"";",
2337,774,Strings/Localizable.strings,"""DECEMBER""","""DECEMBER"";","""12月"";",,"""DISEMBER"";","""DECEMBER"";","""DECEMBER"";",
2338,775,Strings/Localizable.strings,"""on""","""on"";","""在"";",,"""di"";","""on"";","""บน"";",
2339,776,Strings/Localizable.strings,"""Suphanburi""","""Suphanburi"";","""Suphanburi"";","""Suphanburi"";",,"""Suphanburi"";","""สุพรรณบรุ ี"";",
2340,777,Strings/Localizable.strings,"""Uthaithani""","""Uthaithani"";","""Uthaithani"";","""Uthaithani"";",,"""Uthaithani"";","""อุทัยธานี"";",
2341,778,Strings/Localizable.strings,"""Filter By Feed Origin""","""Filter By Feed Origin"";","""Filter By Feed Origin"";",,"""Tapis Feed asal"";","""Filter By Feed Origin"";","""Filter By Feed Origin"";",
2342,779,Strings/Localizable.strings,"""MARCH""","""MARCH"";","""3月"";",,"""MAC"";","""MARCH"";","""MARCH"";",
2343,780,Strings/Localizable.strings,"""Enter Amount""","""Enter Amount"";","""输入金额"";",,"""Masukkan Jumlah"";","""Enter Amount"";","""ป้อนจำนวนรวม"";",
2344,781,Strings/Localizable.strings,"""point""","""point"";","""积分"";",,"""titik"";","""point"";","""คะแนน"";",
2345,782,Strings/Localizable.strings,"""Kanchanaburi""","""Kanchanaburi"";","""Kanchanaburi"";","""Kanchanaburi"";",,"""Kanchanaburi"";","""กาญจนบรุ ี"";",
2346,783,Strings/Localizable.strings,"""CONFIRM REDEMPTION ""","""CONFIRM REDEMPTION "";","""确认兑换 "";",,"""PENGESAHAN PENGESAHAN"";","""CONFIRM REDEMPTION "";","""ยืนยันการแลกรางวัล "";",
2347,784,Strings/Localizable.strings,"""vnGetReward""",""""";",""""";",,,,""""";",
2348,785,Strings/Localizable.strings,"""SEP""","""SEP"";","""9月"";",,"""SEP"";","""SEP"";","""SEP"";",
2349,786,Strings/Localizable.strings,"""Sorry, no rewards available at this location at the moment.""","""Sorry, no rewards available at this location at the moment."";","""对不起，目前此地点没有奖励。"";",,"""Maaf, tiada hadiah yang tersedia di lokasi ini buat masa ini."";","""Sorry, no rewards available at this location at the moment."";","""ขออภัยไม่มีรางวัลในสถานที่นี้ในขณะนี้"";",
2350,787,Strings/Localizable.strings,"""Contacts""","""Contacts"";","""联系人"";",,"""Kenalan"";","""Contacts"";","""ติดต่อ"";",
2351,788,Strings/Localizable.strings,"""Please acknowledge in My Wallet once you receive the product.""","""Please acknowledge in My Wallet once you receive the product."";","""Please acknowledge in My Wallet once you receive the product."";",,"""Sila maklum di Dompet Saya setelah anda menerima produk."";","""Please acknowledge in My Wallet once you receive the product."";","""กรุณาแจ้งการได้รับสินค้าในกระเป๋าเงินของฉัน"";",
2352,789,Strings/Localizable.strings,"""Get 10,000 bonus points when you attain this tier""","""Get 10,000 bonus points when you attain this tier"";","""达到此等级，你将获得10,000点奖励积分"";",,"""Dapatkan 10,000 mata bonus apabila anda mencapai tahap ini"";","""Get 10,000 bonus points when you attain this tier"";","""รับ 10,000 คะแนนโบนัสเมื่อคุณถึงระดับนี้"";",
2353,790,Strings/Localizable.strings,"""Malay Teacher""","""Malay Teacher"";","""马来文老师"";",,"""Guru Bahasa Melayu"";","""Malay Teacher"";","""อาจารย์มลายู"";",
2354,791,Strings/Localizable.strings,"""Select Strength""","""Select Strength"";","""选择实力"";",,"""Pilih Kekuatan"";","""Select Strength"";","""เลือกจุดเด่น"";","""Выберите качество"""
2355,792,Strings/Localizable.strings,"""Your password will expire in""","""Your password will expire in"";","""您的密码将在"";",,"""Kata laluan anda akan berakhir dalam"";","""Your password will expire in"";","""รหัสผ่านของคุณหมดอายุ"";",
2356,793,Strings/Localizable.strings,"""Voucher Received!""","""Voucher Received!"";","""收到凭证！"";",,"""Baucar Diterima!"";","""Voucher Received!"";","""ได้รับคูปอง!"";",
2357,794,Strings/Localizable.strings,"""Last month""","""Last month"";","""上个月"";",,"""Bulan lepas"";","""Last month"";","""เดือนที่แล้ว"";",
2358,795,Strings/Localizable.strings,"""locationforposition""","""Others"";","""其他位置"";",,"""Lain-lain"";","""Others"";","""คนอื่น ๆ"";",
2359,796,Strings/Localizable.strings,"""Units should be less than 9""","""Units should be less than 9"";","""单位应小于 9"";",,"""Unit harus kurang dari 9"";","""Unit hendaklah kurang dari 9"";","""หน่วยควรน้อยกว่า 9"";",
2360,797,Strings/Localizable.strings,"""Membership Priviliges""","""Membership Priviliges"";","""成员资格特权"";",,"""Keistimewaan Keahlian"";","""Membership Priviliges"";","""สิทธิ์การเป็นสมาชิก"";",
2361,798,Strings/Localizable.strings,"""Sakonnakhon""","""Sakonnakhon"";","""Sakonnakhon"";","""Sakonnakhon"";",,"""Sakonnakhon"";","""สกลนคร"";",
2362,799,Strings/Localizable.strings,"""phichit""","""phichit"";","""phichit"";","""phichit"";",,"""phichit"";","""พิจิตร"";",
2363,800,Strings/Localizable.strings,"""Please enter Post Code correctly""","""Please enter Post Code correctly"";","""Please enter Post Code correctly"";",,"""Sila masukkan Poskod dengan betul"";","""Please enter Post Code correctly"";","""กรุณาใส่รหัสไปรษณีย์อย่างถูกต้อง"";",
2364,801,Strings/Localizable.strings,"""This will deduct""","""This will deduct"";",""".这将扣除"";",,"""Ini akan mengurangkan"";","""This will deduct"";","""ส่วนนี้จะถูกหัก"";",
2365,802,Strings/Localizable.strings,"""Delivery Address""",,"""交货地址"";",,"""Alamat penghantaran"";",,"""ที่อยู่การจัดส่ง"";","""Адрес доставки"""
2366,803,Strings/Localizable.strings,"""Fetching Receipt Data""","""Fetching Receipt Data"";","""获取收据数据"";",,"""Mengambil Data Tanda Terima"";","""Mengambil Data Resit"";","""กำลังดึงข้อมูลใบเสร็จ"";",
2367,804,Strings/Localizable.strings,"""Brand""","""Brand"";","""品牌"";",,"""Jenama"";","""Brand"";","""แบรนด์"";",
2368,805,Strings/Localizable.strings,"""Get 60,000 bonus points when you attain this tier""","""Get 60,000 bonus points when you attain this tier"";","""达到此等级，你将获得60,000点奖励积分"";",,"""Dapatkan 60,000 mata bonus apabila anda mencapai tahap ini"";","""Get 60,000 bonus points when you attain this tier"";","""รับ 60,000 คะแนนโบนัสเมื่อคุณถึงระดับนี้"";",
2369,806,Strings/Localizable.strings,"""people joining""","""people joining"";","""朋友们加入中"";",,"""orang yang menyertai"";","""people joining"";","""ผู้คนเข้าร่วม"";",
2370,807,Strings/Localizable.strings,"""Barcode for redemption""","""Barcode for redemption"";","""兑换条形码"";",,"""Kod bar untuk penebusan"";","""Barcode for redemption"";","""บาร์โค้ดเพื่อแลกรับรางวัล"";",
2371,808,Strings/Localizable.strings,"""How you would like to setup profile image?""","""How you would like to setup profile image?"";","""您希望如何设置您的配置文件映像呢？"";",,"""Bagaimana anda ingin menyiapkan gambar profil?"";","""How you would like to setup profile image?"";","""คุณต้องการตั้งค่ารูปโปรไฟล์อย่างไร"";",
2372,809,Strings/Localizable.strings,"""fee of""","""fee of"";","""费用"";",,""""";","""fee of"";","""ค่าธรรมเนียมของ"";",
2373,810,Strings/Localizable.strings,"""Deleted successfully.""","""Deleted successfully."";","""已成功删除"";",,"""Padaman berjaya"";","""Deleted successfully."";","""ลบเสร็จเรียบร้อยแล้ว"";",
2374,811,Strings/Localizable.strings,"""Points will expire on""","""Points will expire on"";","""Points will expire on"";",,"""Mata akan tamat pada"";","""Points will expire on"";","""ของคุณจะหมดอายุในวันที่"";",
2375,812,Strings/Localizable.strings,"""MONTH-TO-DATE SALES TRACKER""","""MONTH-TO-DATE SALES TRACKER"";","""MONTH-TO-DATE SALES TRACKER"";",,"""TRACKER JUALAN SEBULAN HINGGA TARIKH"";","""MONTH-TO-DATE SALES TRACKER"";","""การติดตามยอดขายรายเดือน"";",
2376,813,Strings/Localizable.strings,"""Photo Library""","""Photo Library"";","""照片库"";",,"""FOTO"";","""Photo Library"";","""คลังรูปภาพ"";",
2377,814,Strings/Localizable.strings,""" New password and confirm password do not match.""",""" New password and confirm password do not match."";","""新密码和确认密码不匹配"";",,"""Kata laluan baru dan kata laluan pengesahan tidak sepadan."";",""" New password and confirm password do not match."";","""รหัสผ่านใหม่และยืนยันรหัสผ่านไม่ตรงกัน"";",
2378,815,Strings/Localizable.strings,"""GIFS""","""GIFS"";","""动图"";",,,"""GIFS"";","""GIFS"";",
2379,816,Strings/Localizable.strings,"""Your Card Number:""","""Your Card Number:"";","""卡号:"";",,"""Nombor Kad Anda:"";","""Your Card Number:"";","""เลขที่บัตรของคุณ:"";",
2380,817,Strings/Localizable.strings,"""Acknowledge""","""Acknowledge"";","""承认"";",,"""Mengakui"";","""Acknowledge"";","""การแจ้ง"";",
2381,818,Strings/Localizable.strings,"""Please enter something""","""Please enter something"";","""请输入"";",,"""Sila masukkan sesuatu"";","""Please enter something"";","""กรุณากรอกบางสิ่ง"";",
2382,819,Strings/Localizable.strings,"""Please enter message""","""Please enter message"";","""请输入留言"";",,"""Sila masukkan mesej"";","""Please enter message"";","""กรุณากรอกข้อความ"";",
2383,820,Strings/Localizable.strings,"""RECOGNIZE""","""Recognize"";","""认识"";",,"""Kenali"";","""Recognize"";","""ตระหนัก"";",
2384,821,Strings/Localizable.strings,"""Send logs""","""Send logs"";","""发送日志"";",,"""Hantar maklumat atau butiran"";","""Send logs"";","""ส่ง Logs"";",
2385,822,Strings/Localizable.strings,"""PROCESSING""","""PROCESSING"";",""" 处理中 "";",,"""PEMPROSESAN"";","""PROCESSING"";","""กำลังดำเนินการ"";",
2386,823,Strings/Localizable.strings,"""No records found!""","""No records found!"";","""没有记录"";",,"""Tiada rekod dijumpai!"";","""No records found!"";","""ไม่พบบันทึก"";",
2387,824,Strings/Localizable.strings,"""Sort by""","""Sort by"";","""按排序"";",,"""Disusun mengikut"";","""Sort by"";","""จัดเรียงตาม"";",
2388,825,Strings/Localizable.strings,"""Deputy Centre Lead""","""Deputy Centre Lead"";","""中心副主管"";",,"""Timbalan Ketua Pusat"";","""Deputy Centre Lead"";","""รองหัวหน้าศูนย์"";",
2389,826,Strings/Localizable.strings,"""Have you received your \n physical voucher?""","""Have you received your \n physical voucher?"";","""Have you received your \n physical voucher?"";",,"""Adakah anda telah menerima baucar fizikal anda?"";","""Have you received your \n physical voucher?"";","""คุณได้รับบัตรกำนัล \ n ทางกายภาพหรือยัง"";",
2390,827,Strings/Localizable.strings,"""RESET ALL""","""RESET ALL"";","""RESET ALL"";",,"""RESET SEMUA"";","""RESET ALL"";","""RESET ALL"";",
2391,828,Strings/Localizable.strings,"""Phrae""","""Phrae"";","""Phrae"";","""Phrae"";",,"""Phrae"";","""แพร่"";",
2392,829,Strings/Localizable.strings,"""Unable to post.""","""Unable to post."";","""无法发布"";",,,"""Unable to post."";","""ไม่สามารถโพสต์ได้"";",
2393,830,Strings/Localizable.strings,"""Trang""","""Trang"";","""Trang"";","""Trang"";",,"""Trang"";","""ตรัง"";",
2394,831,Strings/Localizable.strings,"""Get organized""","""Get organized"";","""组织起来"";",,"""Bersiaplah"";","""Get organized"";","""ได้รับการจัด"";",
2395,832,Strings/Localizable.strings,"""Please enter subject""","""Please enter subject"";","""请输入主题"";",,"""Sila masukkan subjek"";","""Please enter subject"";","""กรุณากรอกหัวเรื่อง"";",
2396,833,Strings/Localizable.strings,"""How to earn points?""","""How to earn points?"";","""How to earn points?"";",,"""Bagaimana memperoleh mata?"";","""How to earn points?"";","""ทำอย่างไรจึงจะได้รับคะแนน"";",
2397,834,Strings/Localizable.strings,"""Last 30 days""","""Last 30 days"";","""Last 30 days"";",,"""30 Hari yang lalu"";","""Last 30 days"";","""Last 30 days"";",
2398,835,Strings/Localizable.strings,"""Your image has been saved to your photos.""","""Your image has been saved to your photos."";","""Your image has been saved to your photos."";",,"""Gambar anda telah disimpan ke foto anda."";","""Your image has been saved to your photos."";","""รูปภาพของคุณถูกบันทึกไว้ในรูปภาพ"";",
2399,836,Strings/Localizable.strings,"""Thank you. Your attendance has been confirmed. See you at the event!""","""Thank you. Your attendance has been confirmed. See you at the event!"";","""谢谢。您的出席已确认。活动上见！"";",,"""Terima kasih. Kehadiran anda telah disahkan. Sampai jumpa di acara itu!"";","""Thank you. Your attendance has been confirmed. See you at the event!"";","""ขอบคุณการเข้าร่วมของคุณได้รับการยืนยันแล้วพบกันที่กิจกรรม!"";",
2400,837,Strings/Localizable.strings,"""Please enter valid email id.""","""Please enter valid email id."";","""请输入正确的电子邮件ID"";",,"""Sila masukkan id e-mel yang sah."";","""Please enter valid email id."";","""ป้อน ID อีเมล์ที่ถูกต้อง"";",
2401,838,Strings/Localizable.strings,"""N/A""","""N/A"";","""不适用"";",,"""T / A"";","""N/A"";","""N/A"";",
2402,839,Strings/Localizable.strings,"""Filter by Feed Type""","""Filter by Feed Type"";","""Filter by Feed Type"";",,"""Tapis Jenis Halaman"";","""Filter by Feed Type"";","""Filter by Feed Type"";",
2403,840,Strings/Localizable.strings,"""Please select currently pursuing""","""Please select currently pursuing"";","""请选择就读中"";",,"""Sila pilih yang sedang mengejar"";","""Please select currently pursuing"";","""โปรดเลือกการติดตามในปัจจุบัน"";",
2404,841,Strings/Localizable.strings,"""VIEW DETAIL""","""VIEW DETAIL"";","""查看详细"";",,"""LIHAT BUTIRAN"";","""VIEW DETAIL"";","""ดูรายละเอียด"";",
2405,842,Strings/Localizable.strings,"""Used""","""Used"";","""使用"";",,"""sudah diguna"";","""Used"";","""ถูกใช้แล้ว"";",
2406,843,Strings/Localizable.strings,"""Please enter pin code""","""Please enter pin code"";","""请输入PIN码"";",,"""Sila masukkan kod pin"";","""Please enter pin code"";","""กรุณาใส่รหัสพิน"";",
2407,844,Strings/Localizable.strings,"""Nakhon ratchasima""","""Nakhon ratchasima"";","""Nakhon ratchasima"";","""Nakhon ratchasima"";",,"""Nakhon ratchasima"";","""นครราชสีมา"";",
2408,845,Strings/Localizable.strings,"""Change Language""","""Change Language"";","""改变语言 "";",,"""Tukar bahasa"";","""Change Language"";","""เปลี่ยนภาษา"";",
2409,846,Strings/Localizable.strings,"""Last 90 days""","""Last 90 days"";","""Last 90 days"";",,"""90 Hari yang lalu"";","""Last 90 days"";","""Last 90 days"";",
2410,847,Strings/Localizable.strings,"""REDEEM""",,"""兑换"";",,"""TEBUS"";",,"""แลก"";","""ОБМЕНЯТЬ"""
2411,848,Strings/Localizable.strings,"""Valid password should be entered i.e Password should have 1 upper case , 1 lower case, 1 number and at least eight character long.""","""Valid password should be entered i.e Password should have 1 upper case , 1 lower case, 1 number and at least eight character long."";","""验证密码输入正确 - 密码至少有8个字符，包含至少1个数字，1个大写， 1个小写"";",,"""Kata laluan yang sah harus dimasukkan iaitu Kata Laluan harus mempunyai 1 huruf besar, 1 huruf kecil, 1 nombor dan sekurang-kurangnya lapan aksara."";","""Valid password should be entered i.e Password should have 1 upper case , 1 lower case, 1 number and at least eight character long."";","""ควรป้อนรหัสผ่านที่ถูกต้อง i.e รหัสผ่านควรมีตัวพิมพ์ใหญ่ 1 ตัวตัวพิมพ์เล็ก 1 ตัวหมายเลข 1 ตัวและยาวอย่างน้อยแปดตัวอักษร"";",
2412,849,Strings/Localizable.strings,"""APP SUPPORT""","""APP SUPPORT"";","""应用支持"";",,"""SOKONGAN APLIKASI"";","""APP SUPPORT"";","""ช่วยเหลือด้านแอพฯ"";",
2413,850,Strings/Localizable.strings,"""Last 7 days""","""Last 7 days"";","""Last 7 days"";",,"""7 Hari yang lalu"";","""Last 7 days"";","""Last 7 days"";",
2414,851,Strings/Localizable.strings,"""Done""","""Done"";","""完成"";",,"""Selesai"";","""Done"";","""เสร็จสิ้น"";",
2415,852,Strings/Localizable.strings,"""Supporting Documents""","""Supporting Documents"";","""证明文件"";",,"""Dokumen pendukung"";","""Dokumen sokongan"";","""เอกสารประกอบการ"";",
2416,853,Strings/Localizable.strings,"""Congrats ! You are now""","""Congrats ! You are now"";","""Congrats ! You are now"";",,"""Tahniah! Anda sekarang"";","""Congrats ! You are now"";","""ยินดีด้วย! ตอนนี้คุณ"";",
2417,854,Strings/Localizable.strings,"""CODE""","""CODE"";","""代码"";",,"""KOD"";","""CODE"";","""รหัส"";",
2418,855,Strings/Localizable.strings,"""Rewards to redeem""","""Rewards to redeem"";","""项奖励供您选择兑换"";",,"""Ganjaran untuk menebus"";","""Rewards to redeem"";","""รางวัลเพื่อแลกรับ"";",
2419,856,Strings/Localizable.strings,"""*Default Address""",,"""*默认地址"";",,"""*Alamat biasa"";",,"""*ที่อยู่ ค่าเริ่มต้น"";",
2420,857,Strings/Localizable.strings,"""Collect your reward/s every 1st working day of the month (redemptions done from the 9th to 23rd of the previous month) OR 15th of the month (redemptions done from the 24th of the previous month to the 8th of the current month)""","""Collect your reward/s every 1st working day of the month (redemptions done from the 9th to 23rd of the previous month) OR 15th of the month (redemptions done from the 24th of the previous month to the 8th of the current month)"";","""每月第 1 个工作日（从上月 9 日至 23 日完成的兑换）或当月 15 日（从上月 24 日到当月 8 日完成的兑换）收集您的奖励/s"";",,"""Kumpulkan ganjaran anda setiap hari kerja pertama bulan ini (penebusan dilakukan dari 9 hingga 23 bulan sebelumnya) ATAU 15 bulan (penebusan dilakukan dari 24 bulan sebelumnya hingga 8 bulan semasa)"" ;"";","""Collect your reward/s every 1st working day of the month (redemptions done from the 9th to 23rd of the previous month) OR 15th of the month (redemptions done from the 24th of the previous month to the 8th of the current month)"";","""รวบรวมรางวัลของคุณทุกวันทำการที่ 1 ของเดือน (การแลกรางวัลดำเนินการแล้วเสร็จในวันที่ 9-23 ของเดือนก่อนหน้า) หรือวันที่ 15 ของเดือน (การแลกรางวัลดำเนินการแล้วเสร็จในวันที่ 24 ของเดือนก่อนหน้าถึงวันที่ 8 ของเดือนปัจจุบัน)"";",
2421,858,Strings/Localizable.strings,"""Date of receipt""","""Date of receipt"";","""收据日期"";",,"""Tarikh resit"";","""Date of receipt"";","""วันที่ของใบเสร็จ"";",
2422,859,Strings/Localizable.strings,"""Address Line 2 (Optional)""","""Address Line 2 "";","""地址行 2"";",,"""Alamat 2 "";","""Address Line 2 "";",,
2423,860,Strings/Localizable.strings,"""Feed""",,,,"""Paparan Siaran"";",,,"""Фид"""
2424,861,Strings/Localizable.strings,"""Please enter Customer Id to redeem this Topup.""","""Please enter Customer Id to redeem this Topup."";","""请输入用户ID兑换点卡充值"";",,"""Sila masukkan Id Pelanggan untuk menebus Topup ini."";","""Please enter Customer Id to redeem this Topup."";","""กรุณาป้อนรหัสลูกค้าเพื่อแลกการเติมเงินนี้"";",
2425,862,Strings/Localizable.strings,"""Char""","""Char"";","""字符"";",,"""aksara"";","""Char"";","""ตัวอักษร"";",
2426,863,Strings/Localizable.strings,"""POINT REWARDS""",,"""查看所有积分奖励"";",,,,,"""ВОЗНАГРАЖДЕНИЯ ЗА БАЛЛЫ"""
2427,864,Strings/Localizable.strings,"""FEBRUARY""","""FEBRUARY"";","""2月"";",,"""FEBRUARI"";","""FEBRUARY"";","""FEBRUARY"";",
2428,865,Strings/Localizable.strings,"""Krabi""","""Krabi"";","""Krabi"";","""Krabi"";",,"""Krabi"";","""กระบ"";",
2429,866,Strings/Localizable.strings,"""Forgot your password?""","""Forgot your password?"";","""Forgot your password?"";",,"""Terlupa Kata Laluan?"";","""Forgot your password?"";","""Forgot your password?"";",
2430,867,Strings/Localizable.strings,"""HCIC""","""HCIC"";","""HCIC婴儿/幼儿保育和发展课程文凭"";",,"""HCIC"";","""HCIC"";","""HCIC"";",
2431,868,Strings/Localizable.strings,"""Enter Pln Number""","""Enter Pln Number"";","""请输入PIN码"";",,"""Masukkan Nombor Pln"";","""Enter Pln Number"";","""ป้อนหมายเลข Pln"";",
2432,869,Strings/Localizable.strings,"""Have you received your \nphysical voucher?""","""Have you received your \nphysical voucher?"";","""Have you received your \nphysical voucher?"";",,"""Adakah anda telah menerima \ n baucar fizikal anda?"";","""Have you received your \nphysical voucher?"";","""คุณได้รับ \nบัตรกำนัลทางกายภาพ?"";",
2433,870,Strings/Localizable.strings,"""Would you like to join this event chat room ?""","""Would you like to join this event chat room ?"";","""确认加入此活动的聊天室吗？"";",,"""Adakah anda ingin menyertai ruang sembang acara ini?"";","""Would you like to join this event chat room ?"";","""คุณต้องการเข้าร่วมห้องสนทนาสำหรับกิจกรรมนี้หรือไม่?"";",
2434,871,Strings/Localizable.strings,"""REPORT ABUSE""","""REPORT ABUSE"";","""报告滥用"";",,"""LAPORKAN KESALAHAN"";","""REPORT ABUSE"";","""รายงานการละเมิด"";",
2435,872,Strings/Localizable.strings,"""Delete Address""",,"""删除地址"";",,"""padamkan alamat"";",,"""ลบที่อยู่"";","""Удалить адрес"""
2436,873,Strings/Localizable.strings,"""points to""","""points to"";","""points to"";",,"""menunjuk ke arah"";","""points to"";","""คะแนนเพื่อแลก"";",
2437,874,Strings/Localizable.strings,"""month ago""","""month ago"";","""一个月前"";",,"""sebulan lalu"";","""month ago"";","""month ago"";",
2438,875,Strings/Localizable.strings,"""Health Kit""","""Health Kit"";","""Health Kit"";",,"""Kit Kesihatan"";","""Health Kit"";","""Health Kit"";",
2439,876,Strings/Localizable.strings,"""Group Name""","""Group Name"";","""组名"";",,"""Nama kumpulan"";","""Group Name"";","""ชื่อกลุ่ม"";",
2440,877,Strings/Localizable.strings,"""Oops! There are no new""","""Oops! There are no new"";","""哎呀! 没有新的"";",,"""Alamak! Tidak ada"";","""Oops! There are no new"";","""อ๊ะ! ไม่มีอะไรใหม่"";",
2441,878,Strings/Localizable.strings,"""Phuket""","""Phuket"";","""Phuket"";","""Phuket"";",,"""Phuket"";","""ภูเก็ต"";",
2442,879,Strings/Localizable.strings,"""Cannot create a poll with less than 2 valid options.""",,,,"""Tidak dapat membuat tinjauan pendapat dengan kurang dari 2 pilihan yang sah."";",,,
2443,880,Strings/Localizable.strings,"""Enter PayNow registered phone number""","""Enter PayNow registered phone number"";","""输入 PayNow 注册电话号码"";",,"""Masukkan nombor telefon berdaftar PayNow"";","""Enter PayNow registered phone number"";","""ระบุเบอร์โทรที่ได้ลงทะเบียนกับ PayNow"";",
2444,881,Strings/Localizable.strings,"""ANNOUNCEMENTS""","""ANNOUNCEMENTS"";","""公告"";",,"""PENGUMUMAN"";","""ANNOUNCEMENTS"";","""ประกาศข่าวสาร"";",
2445,882,Strings/Localizable.strings,"""3 REFERRALS""","""3 REFERRALS"";","""银奖"";",,"""3 RUJUKAN"";","""3 REFERRALS"";","""3 การอ้างอิง"";",
2446,883,Strings/Localizable.strings,"""High 5""","""High 5"";","""High 5"";",,"""Tinggi 5"";","""High 5"";","""สูง 5"";",
2447,884,Strings/Localizable.strings,"""Please enter mobile number correctly""","""Please enter mobile number correctly"";","""请输入正确的手机号码"";",,"""Sila masukkan nombor telefon bimbit dengan betul"";","""Please enter mobile number correctly"";","""ป้อนหมายเลขโทรศัพท์มือถือที่ถูกต้อง"";",
2448,885,Strings/Localizable.strings,"""Phayao""","""Phayao"";","""Phayao"";","""Phayao"";",,"""Phayao"";","""พะเยา"";",
2449,886,Strings/Localizable.strings,"""0 points""","""0 Pt"";","""0 积分"";",,"""0 Pt"";","""0 Pt"";","""0 ชิ้น"";",
2450,887,Strings/Localizable.strings,"""CPT""","""CPT"";","""CPT"";",,"""CPT"";","""CPT"";","""CPT"";",
2451,888,Strings/Localizable.strings,"""found matching""","""found matching"";","""found matching"";",,"""dijumpai sepadan"";","""found matching"";","""พบการจับคู่"";",
2452,889,Strings/Localizable.strings,"""Please note the cut off is every 23rd of the month. You will receive your vouchers on the 30th or 31st of the month or the next working day if it falls on weekends or public holidays.""","""Please note the cut off is every 23rd of the month. You will receive your vouchers on the 30th or 31st of the month or the next working day if it falls on weekends or public holidays."";","""每月24日之前兑换了的代金券将会月底30或31日派送到贵公司。如果这天是周末或公共假日，则在下一个工作日送到。"";",,"""Harap maklum bahawa potongannya adalah setiap 23 haribulan. Anda akan menerima baucar anda pada 30 atau 31 bulan atau hari bekerja berikutnya jika jatuh pada hujung minggu atau cuti umum."";","""Please note the cut off is every 23rd of the month. You will receive your vouchers on the 30th or 31st of the month or the next working day if it falls on weekends or public holidays."";","""โปรดทราบว่ามีการตัดทุกวันที่ 23 ของเดือน คุณจะได้รับบัตรกำนัลในวันที่ 30 หรือ 31 ของเดือนหรือวันทำการถัดไปหากตรงกับวันหยุดสุดสัปดาห์หรือวันหยุดนักขัตฤกษ์"";",
2453,890,Strings/Localizable.strings,"""Please enter referral’s contact number.""","""Please enter referral’s contact number."";","""请输入推荐人联络号码。"";",,"""Sila masukkan nombor hubungan rujukan."";","""Please enter referral’s contact number."";","""โปรดป้อนหมายเลขติดต่อของผู้อ้างอิง"";",
2454,891,Strings/Localizable.strings,"""Members""","""Members"";","""会员"";",,"""Ahli"";","""Members"";","""สมาชิก"";",
2455,892,Strings/Localizable.strings,"""Valid till""","""Valid till"";","""有效 TILL"";",,"""Sah sehingga"";","""Valid till"";","""ใช้ได้ถึง"";","""ДЕЙСТВИТЕЛЬНО ДО"""
2456,893,Strings/Localizable.strings,"""points apply""","""points apply"";","""点适用"";",,"""mata dikenakan"";","""points apply"";","""นำไปใช้"";",
2457,894,Strings/Localizable.strings,"""You have Points""","""You have"";","""您目前有可兑换的奖励积分为"";",,"""Kamu ada"";","""You have"";","""คุณมี"";",
2458,895,Strings/Localizable.strings,"""Use Now""","""Use Now"";","""立即使用"";",,"""Guna Sekarang"";","""Use Now"";","""ใช้ตอนนี้"";",
2459,896,Strings/Localizable.strings,"""But my real title is""","""But my real title is"";","""但我的真实头衔是"";",,"""Tetapi tajuk sebenar saya adalah"";","""But my real title is"";","""แต่ชื่อจริงของฉันคือ"";",
2460,897,Strings/Localizable.strings,"""MAY""","""MAY"";","""5月"";",,"""MUNGKIN"";","""MAY"";","""MAY"";",
2461,898,Strings/Localizable.strings,"""My role is""","""My role is"";","""我的角色是"";",,"""Peranan saya adalah"";","""My role is"";","""บทบาทของฉันคือ"";",
2462,899,Strings/Localizable.strings,"""physicalFormAddressLine2""","""Address line 2 (Optional)"";","""地址行 2（可选）"";",,"""Talian alamat 2 (Pilihan)"";","""Address line 2 (Optional)"";","""กรุณาใส่ที่อยู่ 2 (ส่วนเสริม)"";",
2463,900,Strings/Localizable.strings,"""Delivery fee of""","""Delivery fee of"";","""投递费"";",,"""Bayaran penghantaran"";","""Delivery fee of"";","""ค่าจัดส่งของ"";",
2464,901,Strings/Localizable.strings,"""I am a official title""","""I am a official title"";","""我的职位是 。。。"";",,"""Saya adalah gelaran rasmi"";","""I am a official title"";","""ฉันชื่อทางการ"";",
2465,902,Strings/Localizable.strings,"""Contact""","""Contact"";","""联系"";",,"""Hubungi"";","""Contact"";","""ผู้ติดต่อ"";",
2466,903,Strings/Localizable.strings,"""Unknown Participant""","""Unknown Participant"";","""匿名"";",,"""Peserta Tidak Dikenal"";","""Unknown Participant"";","""Unknown Participant"";",
